Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,06/11/2013,7560,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,08/11/2013,1890,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAG,Supplies & Services,Printing - Other,Graphics and Print (Telford) Ltd,18/11/2013,147.5,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAH,Supplies & Services,Bulk Refuse Contracts Purch,UK CONTAINER MAINTENANCE LIMITED,20/11/2013,240,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAH,Supplies & Services,Bulk Refuse Contracts Purch,UK CONTAINER MAINTENANCE LIMITED,20/11/2013,880,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAH,Supplies & Services,Bulk Refuse Contracts Purch,SAI PAC (UK) LTD,05/11/2013,8983.6,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAH,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,22/11/2013,99738.52,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAA,Employees,Professional Subs,CHARTERED INST OF WASTES MANAGEMENT,27/11/2013,231,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,THE ROYAL MARINES ASSOCIATION,26/11/2013,575.65,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,CHAIRS & SPARES,26/11/2013,489.93,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,SEVERN HOSPICE,27/11/2013,1335.72,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,THE BRITISH HEART FOUNDATION,11/11/2013,231.76,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,THE ROYAL MARINES ASSOCIATION,04/11/2013,537.77,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,EXTRACARE SHOPS LTD,04/11/2013,182.91,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,LADYGROVE COUNTY PRIMARY SCHOOL,06/11/2013,120.61,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Third Party Payments,Contractor Recharge,SITA UK,06/11/2013,4800.48,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAD,Supplies & Services,Other Services,SITA UK,25/11/2013,4696.35,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAD,Supplies & Services,Other Services,SITA UK,06/11/2013,5899.61,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,25/11/2013,2785,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,29/11/2013,-200,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,11/11/2013,208.42,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,11/11/2013,2110,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,11/11/2013,195.94,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,20/11/2013,1378.56,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,20/11/2013,177.88,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Materials,JACK MOODY LTD,20/11/2013,6471.6,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,29/11/2013,149.08,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,SITA UK,06/11/2013,835.22,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Hygiene Products,SHROPSHIRE ROADSWEEPERS,06/11/2013,200,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Services,SITA UK,26/11/2013,144.61,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,SITA UK,26/11/2013,695.52,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,WasteCare,26/11/2013,531.27,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,WasteCare,26/11/2013,515.08,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Landfill Tax,SITA UK,25/11/2013,1549.76,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,WasteCare,29/11/2013,355.76,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,11/11/2013,196.3,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,SRCL LTD,11/11/2013,550,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,26/11/2013,2640,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,WasteCare,26/11/2013,494,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,TELFORD & WREKIN SERVICES LTD,04/11/2013,400,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,WasteCare,04/11/2013,587.34,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,04/11/2013,139.1,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,20/11/2013,204.1,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,SITA UK,26/11/2013,1493.26,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Services,SITA UK,28/11/2013,381885.4,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,WasteCare,04/11/2013,546.32,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,11/11/2013,1980,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,11/11/2013,2475,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Transport-Related Expenditure,Tyres - Routine,CREDENTIALS ENVIRONMENTAL LTD,04/11/2013,579.5,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAQ,Supplies & Services,Consultants Fees,ENVALUE SOLUTIONS LIMITED,14/11/2013,3720,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WCAP,Capital Expenditure,Payments to Contractor,J R SLEE BUILDERS,26/11/2013,42345.3,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WCAP,Capital Expenditure,Payments to Contractor,J R SLEE BUILDERS,22/11/2013,19889.2,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WCAP,Capital Expenditure,Payments to Contractor,J R SLEE BUILDERS,04/11/2013,30647,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WDAJ,Capital Expenditure,Payments to Contractor,Pearce Environment Ltd,27/11/2013,10493,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WDAJ,Capital Expenditure,Other Capital Expenditure,DUN & BRADSTREET LIMITED,01/11/2013,539.08,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WDAJ,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,01/11/2013,53167,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WDAJ,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,07/11/2013,153.11,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WDAJ,Capital Expenditure,Fixtures & Fittings & Equipment,PHOENIX SOFTWARE LTD,08/11/2013,219.45,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,H & G ASH ROADMARKINGS LTD,18/11/2013,21351.4,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,26/11/2013,45425.54,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,26/11/2013,32573.21,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,11/11/2013,275.43,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,E.ON UK ENERGY SERVICES LTD,28/11/2013,18147,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,H & G ASH ROADMARKINGS LTD,28/11/2013,14105.97,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,4561.35,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,3179.51,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,109.28,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,07/11/2013,30797.91,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAC,Capital Expenditure,Payments to Contractor,JCT CONSULTANCY LIMITED,07/11/2013,525,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,WPD MIDLANDS NETWORKS SERVICES LTD,25/11/2013,1477.63,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,08/11/2013,3118.47,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,13/11/2013,485260.46,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,WPD MIDLANDS NETWORKS SERVICES LTD,14/11/2013,2234.05,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,E.ON UK ENERGY SERVICES LTD,27/11/2013,9426,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,27/11/2013,3450.17,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,29/11/2013,6364.12,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,CH2M HILL,29/11/2013,1324.12,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,KIWA Ltd,06/11/2013,366.95,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,14534.08,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,3183.97,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,7122.06,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,861.53,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,1605.96,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,16324.04,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,27748.95,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,KIWA Ltd,06/11/2013,5826.45,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAD,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,07/11/2013,882,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,01/11/2013,51403.17,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,28/11/2013,381260.03,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,06/11/2013,1280,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,08/11/2013,16878.31,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAF,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,08/11/2013,145,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,26/11/2013,1725.41,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,26/11/2013,1265.86,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,26/11/2013,2216.71,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAG,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,27/11/2013,64588.61,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAG,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,129.06,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAG,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/11/2013,609.61,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAG,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,07/11/2013,7830.04,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,P & W MAINTENANCE CONTRACTING LTD,22/11/2013,286.45,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,240,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,350,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,170,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,320,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,135,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,150,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,180,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,LUBBE & SONS (BULBS)LTD,25/11/2013,275,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAJ,Capital Expenditure,Payments to Contractor,P & W MAINTENANCE CONTRACTING LTD,07/11/2013,5099.05,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAR,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,13/11/2013,16128.14,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAR,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,11/11/2013,7500,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAR,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,11/11/2013,1000,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEAR,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,15/11/2013,2100,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEPA,Capital Expenditure,Payments to Contractor,AUNIQUEART,22/11/2013,950,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEPA,Capital Expenditure,Payments to Contractor,NEXUS HERITAGE,22/11/2013,687,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEPA,Capital Expenditure,Payments to Contractor,NEXUS HERITAGE,22/11/2013,3329.7,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEPA,Capital Expenditure,Other Capital Expenditure,NEXUS HERITAGE,22/11/2013,429.7,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEPA,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,22/11/2013,200,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,WEPA,Capital Expenditure,Other Capital Expenditure,Four and Twenty Arts CIC,22/11/2013,454,,,,
