Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,156.7,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,114.69,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,178.92,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,231.15,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,07/01/2014,356.98,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,BIKOLD,07/01/2014,122.74,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,BIKOLD,13/01/2014,260.79,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,BIKOLD,13/01/2014,103.59,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,21/01/2014,103.33,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Comp Software (Purch / Hire),Mission Printwear Ltd,03/01/2014,3402.6,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAX,Supplies & Services,First Aid,Ambtrans UK Ltd,14/01/2014,2430,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAX,Supplies & Services,First Aid,Ambtrans UK Ltd,14/01/2014,350,,,,,,
Neighbourhood & Leisure Services,Highways & Engineering,WESB,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,55011.38,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,15/01/2014,351.16,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,15/01/2014,2763.11,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Premises-Related Expenditure,Drainage Services,A HAND SERVICES (Dyno Rod) LTD,17/01/2014,126,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,BONINGALE NURSERIES,07/01/2014,480,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,BONINGALE NURSERIES,07/01/2014,700,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Equipment - Purchase,ARCO LIMITED,06/01/2014,495.06,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Asbestos Waste,WELLINGTON INSULATION CO. LTD,17/01/2014,300,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,LUBBE & SONS (BULBS)LTD,29/01/2014,270,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,LUBBE & SONS (BULBS)LTD,29/01/2014,400,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,LUBBE & SONS (BULBS)LTD,29/01/2014,110,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,30/01/2014,2014.98,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,KEEP BRITAIN TIDY,30/01/2014,4495,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,13/01/2014,37916.67,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,08/01/2014,8655.87,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,UNICORN CONTAINERS LTD,14/01/2014,6187.5,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,PHS GROUP LTD,16/01/2014,209.08,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,PHS GROUP LTD,16/01/2014,179.02,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,477.01,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAM,Premises-Related Expenditure,R&M -Buildings DLO Charge,H & G ASH ROADMARKINGS LTD,30/01/2014,-14105.97,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,16/01/2014,1267.98,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,16/01/2014,1503.42,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Materials,TELFORD & WREKIN SERVICES LTD,31/01/2014,1665.44,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,06/01/2014,2504.6,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,06/01/2014,250,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,06/01/2014,718.15,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,06/01/2014,126,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,08/01/2014,206.88,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,31/01/2014,252,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBB,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,08/01/2014,115,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,06/01/2014,2200.92,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,06/01/2014,5432.9,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,06/01/2014,8688.88,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,06/01/2014,3258.98,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,30/01/2014,5426.15,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,30/01/2014,1080.58,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,CROMWELL LTD,17/01/2014,1204.5,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,10/01/2014,1537,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,21/01/2014,9596.16,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,1157.26,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,1982.08,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,3484.78,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,2376.82,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,1344.52,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,1119.01,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,600.08,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,297.74,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,3785.84,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,4372.76,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,1775.48,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,1247.27,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,4783.64,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,5179.78,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,5590.63,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,9068.35,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,22/01/2014,529.26,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,22/01/2014,755.72,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,170.63,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,786.32,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,1886.72,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,2802.67,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,1746.17,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,1658.13,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,28/01/2014,529.26,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,607.07,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,433.73,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,3477.62,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,2391.81,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,237.43,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,2488.23,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,14438.9,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,22/01/2014,529.26,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,13017.74,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/01/2014,1406.88,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,06/01/2014,529.26,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,28657.72,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/01/2014,55760.06,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/01/2014,225.02,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/01/2014,283.07,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,22/01/2014,207.11,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/01/2014,308.55,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/01/2014,350.22,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,17/01/2014,188402.47,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,17/01/2014,714395.23,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,06/01/2014,144.92,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,06/01/2014,2216.8,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,06/01/2014,2529.8,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,06/01/2014,349.81,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,06/01/2014,994.84,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,24/01/2014,7469,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,24/01/2014,9065.06,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,31/01/2014,3507.47,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Expenses,FITZGERALD CONTRACTORS LTD,24/01/2014,781.38,,,,,,
