Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Publications,REDPOINT CLIMBING WALL LTD,09/12/2014,223.75,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Sport Equip - Purchase,THE OUTDOORS COMPANY,09/12/2014,340.45,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Equipment - Hire,TRAILER AND COMPONENTS LTD,19/12/2014,285.47,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),09/12/2014,108.60,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,12/12/2014,564.66,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,12/12/2014,502.65,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Vehicle Parts,HARRIS GARAGES LTD,12/12/2014,316.25,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Fuel,WD PUGH & SONS,12/12/2014,519.10,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Fuel,WD PUGH & SONS,12/12/2014,661.23,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Premises-Related Expenditure,Swimming Pool Chemicals,BRENNTAG UK LIMITED,18/12/2014,250.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Premises-Related Expenditure,Swimming Pool Chemicals,BRENNTAG UK LIMITED,18/12/2014,120.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Sport Equip - Purchase,J P LENNARD LTD,18/12/2014,205.80,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Sport Equip - Purchase,SOUND DYNAMICS LIMITED,18/12/2014,291.98,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Protective Clothing,STITCHES OF BRIDGNORTH,30/12/2014,214.92,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Protective Clothing,STITCHES OF BRIDGNORTH,30/12/2014,214.92,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Protective Clothing,STITCHES OF BRIDGNORTH,30/12/2014,202.80,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAP,Supplies & Services,Provisions,Snowsport England,04/12/2014,645.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBG,Supplies & Services,Other Services,SIGNS EXPRESS (TELFORD),19/12/2014,110.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBG,Supplies & Services,Printing - Other,SILK GROUP LTD,19/12/2014,256.50,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECE,Employees,Staff Training,Les Mills Fitness UK Ltd,09/12/2014,353.34,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECE,Supplies & Services,Licences,Les Mills Fitness UK Ltd,12/12/2014,200.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,11/12/2014,249.67,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,11/12/2014,350.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,11/12/2014,150.38,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,11/12/2014,433.33,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDB,Supplies & Services,Advertising,ORION MEDIA,10/12/2014,"1,700.00",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDH,Supplies & Services,Flex Charges,CLARITY RETAIL SYSTEMS LTD,30/12/2014,780.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDN,Supplies & Services,Licences,Les Mills Fitness UK Ltd,12/12/2014,250.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Premises-Related Expenditure,R&M WC Planned,AMENITY LAND SERVICES LTD T/A MAXWELL AMENITY LTD,15/12/2014,344.95,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Supplies & Services,Equipment - Hire,SP HOLDING TRACTOR HIRE LTD,16/12/2014,155.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Supplies & Services,Equipment - Purchase,TFM FARM & COUNTRY SUPERSTORE LTD,15/12/2014,184.50,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Supplies & Services,Equipment - Purchase,TFM FARM & COUNTRY SUPERSTORE LTD,15/12/2014,172.53,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Transport-Related Expenditure,Servicing & Repairs V&P,OAKLEYS LTD,15/12/2014,147.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,ACUSHNET EUROPE LIMITED,16/12/2014,121.40,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,AMER SPORTS UK LTD,15/12/2014,115.50,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,AMER SPORTS UK LTD,04/12/2014,170.70,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,Worldwide Golf Brand LTD,15/12/2014,-167.22,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,Worldwide Golf Brand LTD,18/12/2014,333.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,Worldwide Golf Brand LTD,18/12/2014,-333.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,"RED HOCKEY LTD, T/A TELFORD TIGERS",10/12/2014,"2,544.20",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,"RED HOCKEY LTD, T/A TELFORD TIGERS",10/12/2014,"3,558.90",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,"RED HOCKEY LTD, T/A TELFORD TIGERS",16/12/2014,"2,546.60",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEMH,Employees,Staff Training,England Athletics,10/12/2014,150.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEMH,Employees,Staff Training,United Kingdom Athletics,03/12/2014,150.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENN,Supplies & Services,Equipment - Purchase,IQL UK LTD,19/12/2014,271.50,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,03/12/2014,300.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWE,Supplies & Services,Licences,INFLATABLE TESTING & REPAIRING SERVICES LTD,23/12/2014,231.04,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWE,Supplies & Services,Licences,Les Mills Fitness UK Ltd,15/12/2014,205.40,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Items For Resale,ASA AWARDS,16/12/2014,171.12,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Items For Resale,ASA AWARDS,11/12/2014,378.20,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,16/12/2014,600.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,22/12/2014,932.74,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Licences,IQL UK LTD,09/12/2014,298.13,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,01/12/2014,457.12,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,09/12/2014,329.27,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,CFP UK,17/12/2014,"3,061.67",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,22/12/2014,"41,943.22",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,Wrekin Orienteers,16/12/2014,200.00,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAR,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,10/12/2014,"63,208.09",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/12/2014,"5,000.00",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/12/2014,"2,000.00",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/12/2014,"3,625.00",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,09/12/2014,"2,547.00",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,09/12/2014,"4,449.65",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,Really Epic Dog Ltd,18/12/2014,"17,867.42",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,16/12/2014,"2,650.00",,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAT,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,16/12/2014,"2,650.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAB,Premises-Related Expenditure,Grounds Maintenance - L&CS,THE MIDLAND NEWS ASSOCIATION LTD,16/12/2014,247.50,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAD,Supplies & Services,Consultants Fees,CH2M HILL,11/12/2014,"25,634.95",,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAD,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,23/12/2014,"31,900.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAK,Employees,Training Expenses,Geoplace LLP,18/12/2014,195.00,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,BT BUSINESS DIRECT LTD,02/12/2014,"1,182.34",,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M MEB Contract Maintenance,Telent Technology Services Ltd,15/12/2014,134.68,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,22/12/2014,"1,066.01",,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Bus Shelter Refurbishment,Furness Bricks,11/12/2014,"3,108.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Research Surveys,Nationwide Data Collection,09/12/2014,185.00,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,Jade Security Service Ltd,09/12/2014,422.10,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,Jade Security Service Ltd,15/12/2014,422.10,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Other Expenses,NPOWER,10/12/2014,121.88,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Stationery,The Parking Shop,15/12/2014,138.06,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Third Party Payments,Private Contractors,Chipside Ltd,18/12/2014,"4,435.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,02/12/2014,240.00,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,09/12/2014,"2,465.84",,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,GREENHAM TRADING LTD,01/12/2014,107.97,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,SEVERN TRENT WATER LTD,10/12/2014,114.26,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAA,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LIMITED,10/12/2014,"124,782.59",,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,17/12/2014,"9,800.10",,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,17/12/2014,"10,200.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,17/12/2014,"7,830.80",,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,17/12/2014,"7,597.75",,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAL,Premises-Related Expenditure,Grounds Maintenance - Misc,MCPHILLIPS (WELLINGTON) LTD,03/12/2014,220.00,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAL,Supplies & Services,Equipment - Purchase,MCPHILLIPS (WELLINGTON) LTD,18/12/2014,200.00,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAL,Transport-Related Expenditure,Contract Hire,ARRIVA MIDLANDS NORTH LIMITED,01/12/2014,"7,676.61",,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,JACOBS UK LIMITED,02/12/2014,386.69,,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,15/12/2014,"13,852.36",,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,RINGWAY INFRASTRUCTURE SERVICES LTD ,09/12/2014,"881,016.07",,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,Thortech (Bridges & Marine ) Ltd,18/12/2014,"9,520.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,Thortech (Bridges & Marine ) Ltd,19/12/2014,"1,200.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,Thortech (Bridges & Marine ) Ltd,19/12/2014,"8,320.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Legal Fees,Aaron & Partners LLP,10/12/2014,"2,500.00",,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Other Capital Expenditure,BRITISH GAS BUSINESS,09/12/2014,250.77,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,03/12/2014,"638,147.22",,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,01/12/2014,-276.00,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EEBR,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,22/12/2014,115.00,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,CHAIRS & SPARES,19/12/2014,316.98,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,The Severn Hospice,29/12/2014,920.05,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,31/12/2014,780.00,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,31/12/2014,435.00,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,31/12/2014,325.00,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,31/12/2014,435.00,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,31/12/2014,320.00,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,15/12/2014,"1,010.00",,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,01/12/2014,940.00,,
