Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount (£) 
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Other Services,Roker Lane Ltd t/a Atkinson Lewis,06/06/2018,504.25
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Other Services,PsychologyUK Ltd,06/06/2018,451.14
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Legal,REDACTED PERSONAL INFORMATION,25/06/2018,750
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Legal,REDACTED PERSONAL INFORMATION,25/06/2018,800
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Legal,Phoenix Horizon Ltd,25/06/2018,112.5
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Legal,REDACTED PERSONAL INFORMATION,25/06/2018,550
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Legal,REDACTED PERSONAL INFORMATION,25/06/2018,550
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,CL - External Accommodation,Birmingham & Solihull Women's Aid,06/06/2018,303.29
Safeguarding and Early Help,Family Connect,Supplies & Services,Out of School Activities Insurance,CHILDCARE SOS,27/06/2018,141.75
Safeguarding and Early Help,Family Connect,Supplies & Services,Respite Care,STAFFORDSHIRE COUNTY COUNCIL,19/06/2018,"4,400.00"
Safeguarding and Early Help,Family Connect,Supplies & Services,Respite Care,STAFFORDSHIRE COUNTY COUNCIL,19/06/2018,"1,100.00"
Safeguarding and Early Help,Family Connect,Supplies & Services,Respite Care,STAFFORDSHIRE COUNTY COUNCIL,19/06/2018,"4,400.00"
Safeguarding and Early Help,Family Connect,Supplies & Services,Respite Care,STAFFORDSHIRE COUNTY COUNCIL,19/06/2018,"2,200.00"
Safeguarding and Early Help,Family Connect,Premises-Related Expenditure,R&M -Building Other,TAYLORS MECHANICAL H & P SERVICES LTD,15/06/2018,144
Safeguarding and Early Help,Family Connect,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,05/06/2018,106.2
Safeguarding and Early Help,Family Connect,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,19/06/2018,113.2
Safeguarding and Early Help,Family Connect,Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,19/06/2018,113.6
Safeguarding and Early Help,Family Connect,Supplies & Services,Provisions,EUROPEAN ELECTRONIQUE LTD,13/06/2018,128.28
Safeguarding and Early Help,Family Connect,Supplies & Services,Comp Software (Purch / Hire),LIQUIDLOGIC LIMITED,26/06/2018,498
Safeguarding and Early Help,Family Connect,Supplies & Services,Comp Software (Purch / Hire),LIQUIDLOGIC LIMITED,26/06/2018,498
Safeguarding and Early Help,Family Connect,Supplies & Services,Comp Software (Purch / Hire),LIQUIDLOGIC LIMITED,26/06/2018,498
Safeguarding and Early Help,Family Connect,Premises-Related Expenditure,R&M -Building Other,SECURITY WISE LTD,15/06/2018,573
Safeguarding and Early Help,Family Connect,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,04/06/2018,160
Safeguarding and Early Help,Family Connect,Supplies & Services,Other Services,TELFORD & WREKIN CITIZENS ADVICE BUREAU,05/06/2018,"7,333.34"
Safeguarding and Early Help,Family Connect,Supplies & Services,Other Services,TELFORD & WREKIN CITIZENS ADVICE BUREAU,05/06/2018,"7,333.33"
Safeguarding and Early Help,Family Connect,Supplies & Services,Other Services,TELFORD & WREKIN CITIZENS ADVICE BUREAU,05/06/2018,"7,333.33"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,Life Skills Supporting Accommodation Ltd,25/06/2018,"13,415.36"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Travelling Expenses General,REDACTED PERSONAL INFORMATION,27/06/2018,118.89
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Other Travel,ARRIVA MIDLANDS NORTH LTD ,29/06/2018,288
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Other Travel,ARRIVA MIDLANDS NORTH LTD ,29/06/2018,400
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LTD ,01/06/2018,881.4
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,AMBERLEIGH CARE LIMITED,18/06/2018,"13,851.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,AMBERLEIGH CARE LIMITED,05/06/2018,"14,312.70"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,BROMFORD HOUSING ASSOCIATION LIMITED,25/06/2018,752.96
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,BROMFORD HOUSING ASSOCIATION LIMITED,25/06/2018,787.08
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,BROMFORD HOUSING ASSOCIATION LIMITED,06/06/2018,787.08
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,CHILDCARE SOS,21/06/2018,101.25
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,CASTLECARE EDUCATION LTD,29/06/2018,"16,828.57"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,DONNINGTON MEDICAL PRACTICE,13/06/2018,150
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Direct Health Homecare Limited,25/06/2018,469.65
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Direct Health Homecare Limited,06/06/2018,118.24
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Direct Health Homecare Limited,06/06/2018,471.15
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Direct Health Homecare Limited,06/06/2018,608.4
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,HONEYBUNS NURSERIES,21/06/2018,182.1
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,WORCESTERSHIRE COUNTY COUNCIL,13/06/2018,"4,713.68"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Childcare Bureau,29/06/2018,"3,107.10"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Childcare Bureau,29/06/2018,"3,321.30"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,PETERBOROUGH CITY COUNCIL,25/06/2018,"29,915.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Oracle Care Limited,21/06/2018,"19,285.71"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Holidays & Outings,Bryn Melyn Care Ltd,25/06/2018,150
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,25/06/2018,397.6
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,25/06/2018,233.46
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,25/06/2018,117.74
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,06/06/2018,341.2
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,THE ADOLESCENT & CHILDRENS TRUST,25/06/2018,"3,673.50"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Purchase,BADGER PRINT,25/06/2018,249
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,15/06/2018,"6,620.71"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,18/06/2018,"3,542.99"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,HORIZON CARE & EDUCATION GROUP LTD,20/06/2018,"13,204.20"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,25/06/2018,350
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,25/06/2018,335.48
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,28/06/2018,"3,159.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,29/06/2018,"3,210.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,29/06/2018,"4,757.22"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,29/06/2018,"3,981.30"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,15/06/2018,-350
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,15/06/2018,-315.9
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Parental Access Travel,FAMILIES@FAMILYCARE ,05/06/2018,222.14
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,28/06/2018,"2,866.80"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,28/06/2018,"2,703.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,28/06/2018,"2,866.80"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,28/06/2018,"2,703.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,20/06/2018,"3,381.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,20/06/2018,"3,381.00"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,20/06/2018,"3,267.81"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,21/06/2018,"3,385.80"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,27/06/2018,"3,338.70"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,27/06/2018,"3,385.80"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,27/06/2018,"2,892.90"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,28/06/2018,"5,078.70"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,28/06/2018,"3,385.80"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,27/06/2018,431.2
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,27/06/2018,107.8
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Legal Expenses,WACE MORGAN SOLICITORS,25/06/2018,"1,075.57"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,25/06/2018,"3,167.27"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,25/06/2018,"1,170.73"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,25/06/2018,104.3
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,25/06/2018,"3,449.99"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,25/06/2018,104.3
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,25/06/2018,"2,090.21"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,15/06/2018,"3,311.73"
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,PROGRESS CHILDREN'S SERVICES LTD,21/06/2018,590
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,PROGRESS CHILDREN'S SERVICES LTD,25/06/2018,590
