Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount ,
Health & Well-being,Culture & Recreation,Premises-Related Expenditure,Hire Of Rooms,KETLEY PARISH COUNCIL,16/05/2018," 1,935.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,RLN Music,22/05/2018," 8,293.29 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,STREETENTERTAINERS,14/05/2018, 390.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,NACHDA SANSAAR DANCERS,03/05/2018, 600.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Comp Software (Purch / Hire),Charanga Ltd.,17/05/2018," 2,325.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,ABRAHAM DARBY ACADEMY,10/05/2018, 344.05 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,ARMONICO CONSORT LTD,17/05/2018, 650.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,THE CIRCUS OF HORRORS LTD,04/05/2018," 2,929.52 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Audit Services,DMC STOCKTAKING,17/05/2018, 160.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/05/2018, 144.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,22/05/2018, 144.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Reacted personal Information ,14/05/2018," 9,419.86 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Advertising,M C MARKETING LTD,11/05/2018, 725.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,21/05/2018," 1,295.44 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,04/05/2018, 365.68 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,08/05/2018, 184.50 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,08/05/2018, 146.34 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Advertising,THE SIGN SHOP,17/05/2018, 650.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,18/05/2018, 156.38 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Graphic Design Charges,SILK GROUP LTD,04/05/2018, 645.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Printing - Other,SILK GROUP LTD,11/05/2018," 1,850.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,TADLOP,14/05/2018," 6,370.56 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Equipment - Hire,TECHNICAL SERVICES (SHROPSHIRE) LIMITED,25/05/2018, 351.60 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Equipment - Hire,TECHNICAL SERVICES (SHROPSHIRE) LIMITED,10/05/2018, 273.90 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Advertising,WHATS ON MAGAZINES LTD ,14/05/2018, 275.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Advertising,WACKSWORKS,16/05/2018, 180.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,INTERACT ENTERTAINMENTS LTD T/A CIRCUS SENSIBLE,17/05/2018," 2,475.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,INTERACT ENTERTAINMENTS LTD T/A CIRCUS SENSIBLE,01/05/2018," 1,255.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Ray Langton Music,08/05/2018, 150.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Equipment - Hire,RAP SERVICES LTD T/A TELFORD TOILET HIRE,29/05/2018," 1,540.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Equipment - Hire,Stage and Studios Services Limited,22/05/2018, 905.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Equipment - Hire,Stage and Studios Services Limited,15/05/2018," 1,420.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Promotion Expenses,Spektrix Limited,15/05/2018," 2,261.22 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Rainbow Productions Limited,10/05/2018," 3,295.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Advertising,Plus Two Media Limited,16/05/2018, 150.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Marketing & Publicity,Lost World Media,21/05/2018, 112.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Marketing & Publicity,Lost World Media,25/05/2018, 162.32 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Marketing & Publicity,Lost World Media,25/05/2018, 195.60 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Promotion Expenses,Lost World Media,25/05/2018, 186.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Reacted personal Information ,17/05/2018," 2,500.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Imagine Inflatables Limited,17/05/2018, 895.00 ,
Health & Well-being,Culture & Recreation,Supplies & Services,First Aid,Immediate Care Medical Services Ltd,08/05/2018," 8,600.00 ",
Health & Well-being,Culture & Recreation,Premises-Related Expenditure,Trade Refuse,ZERO WASTE IN A BOX LIMITED,10/05/2018, 265.18 ,
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Medieval Entertainments Ltd,18/05/2018," 2,900.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,So Television Ltd,17/05/2018," 2,504.24 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Midland Entertainment,24/05/2018," 2,370.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Lindstrand Balloons Ltd,25/05/2018," 3,000.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Cloud Nine Balloons Ltd,29/05/2018," 6,000.00 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Jendagi Productions Ltd (for MTM),30/05/2018," 13,863.34 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Artistes Fees,Vampires Rock Ltd,30/05/2018," 7,150.76 ",
Health & Well-being,Culture & Recreation,Supplies & Services,Equipment - Hire,Oakengates Events,17/05/2018, 800.00 ,
Health & Well-being,Health Improvement,Employees,Childcare Provision,CHILDCARE SOS,01/05/2018, 337.50 ,
Health & Well-being,Health Improvement,Supplies & Services,Instructors Fees,TELFORD CHINWOO,09/05/2018, 600.00 ,
Health & Well-being,Health Improvement,Supplies & Services,Equipment - Purchase,NHS Telford and Wrekin CCG ,11/05/2018," 2,625.91 ",
Health & Well-being,Health Improvement,Premises-Related Expenditure,Hire Of Rooms,DONNINGTON PARTNERSHIP,30/05/2018, 112.00 ,
Health & Well-being,Health Improvement,Premises-Related Expenditure,Hire Of Rooms,DONNINGTON PARTNERSHIP,11/05/2018, 105.00 ,
Health & Well-being,Health Improvement,Supplies & Services,Protective Clothing,MAIN MAN SUPPLIES LTD,16/05/2018, 543.32 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,09/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,09/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,30/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,30/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,16/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,16/05/2018, 342.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,17/05/2018, 345.59 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,25/05/2018, 345.59 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,04/05/2018, 493.70 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,25/05/2018, 345.59 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,08/05/2018, 345.61 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,09/05/2018, 130.72 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,09/05/2018, 130.72 ,
Health & Well-being,My Options,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC ,25/05/2018, 388.24 ,
Health & Well-being,My Options,Supplies & Services,Provisions,BIKOLD,22/05/2018, 218.94 ,
Health & Well-being,My Options,Supplies & Services,Protective Clothing,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 104.86 ,
Health & Well-being,My Options,Supplies & Services,Equipment - Purchase,REDACTED PERSONAL INFORMATION’ ,09/05/2018, 116.45 ,
Health & Well-being,My Options,Supplies & Services,Protective Clothing,REDACTED PERSONAL INFORMATION’ ,16/05/2018, 104.86 ,
Health & Well-being,My Options,Supplies & Services,Protective Clothing,REDACTED PERSONAL INFORMATION’ ,16/05/2018, 124.32 ,
Health & Well-being,My Options,Supplies & Services,Laundry & Towel Hire,ANGEL SPRINGS LTD / PHS GROUP,16/05/2018, 190.61 ,
Health & Well-being,My Options,Supplies & Services,Adult Flexi / Day Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 197.48 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 148.11 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 147.48 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 474.13 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 148.11 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,30/05/2018, 255.30 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,30/05/2018, 148.11 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,30/05/2018, 148.11 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,30/05/2018, 345.59 ,
Health & Well-being,My Options,Supplies & Services,Equipment - Repair,JCE & SONS LTD,30/05/2018, 120.00 ,
Health & Well-being,My Options,Supplies & Services,Equipment - Purchase,JCE & SONS LTD,22/05/2018, 402.00 ,
Health & Well-being,My Options,Transport-Related Expenditure,Taxi Costs,Reacted personal Information ,25/05/2018, 150.00 ,
Health & Well-being,My Options,Supplies & Services,Other Services,THE ALBRIGHTON TRUST,23/05/2018, 340.00 ,
Health & Well-being,My Options,Supplies & Services,Equipment - Purchase,BROSCH DIRECT LTD,25/05/2018, 101.95 ,
Health & Well-being,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,17/05/2018, 311.53 ,
Health & Well-being,My Options,Supplies & Services,Chemicals/Cleaning Products,CARESHOP,04/05/2018, 235.60 ,
Health & Well-being,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,CARESHOP,16/05/2018, 180.02 ,
Health & Well-being,My Options,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,04/05/2018, 361.22 ,
Health & Well-being,My Options,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,30/05/2018, 225.22 ,
Health & Well-being,My Options,Supplies & Services,Equipment - Purchase,THE CONSORTIUM FOR PURCHASING & DISTRIBUTION LTD T/A WEST MERCIA SUPPLIES,30/05/2018, 457.62 ,
Health & Well-being,My Options,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/05/2018, 360.00 ,
Health & Well-being,My Options,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,25/05/2018,-300.00 ,
Health & Well-being,My Options,Premises-Related Expenditure,Hire Of Rooms,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,25/05/2018, 280.00 ,
Health & Well-being,My Options,Premises-Related Expenditure,Hire Of Rooms,1ST PRIORSLEE & ST GEORGES SCOUT GROUP,25/05/2018, 280.00 ,
Health & Well-being,My Options,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,17/05/2018, 714.49 ,
Health & Well-being,My Options,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,17/05/2018, 500.14 ,
Health & Well-being,My Options,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,30/05/2018, 500.14 ,
Health & Well-being,My Options,Capital Financing Costs,Leased Equipment,LEX AUTOLEASE LTD,30/05/2018, 714.49 ,
Health & Well-being,My Options,Premises-Related Expenditure,Hire Of Rooms,TELFORD COLLEGE OF ARTS & TECHNOLOGY,01/05/2018," 1,040.00 ",
Health & Well-being,My Options,Premises-Related Expenditure,R&M -Building Other,A E Chapman & Co (Old Hill) Ltd,25/05/2018, 103.50 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,25/05/2018, 460.10 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,16/05/2018, 328.78 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,16/05/2018," 1,222.61 ",
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,16/05/2018, 798.98 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,16/05/2018, 552.38 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2018," 1,125.83 ",
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,04/05/2018, 189.26 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,04/05/2018, 164.39 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,04/05/2018, 908.27 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,25/05/2018, 918.17 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,25/05/2018, 334.39 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2018, 603.40 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,25/05/2018, 318.70 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,04/05/2018, 573.85 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2018, 311.22 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2018, 725.76 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,17/05/2018, 420.21 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,22/05/2018, 637.48 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,22/05/2018, 400.79 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,08/05/2018, 609.18 ,
Health & Well-being,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,30/05/2018," 1,750.29 ",
Health & Well-being,My Options,Supplies & Services,Licences,PPL PRS Ltd,22/05/2018, 136.84 ,
Health & Well-being,My Options,Supplies & Services,Licences,PPL PRS Ltd,25/05/2018, 374.42 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,22/05/2018, 362.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,09/05/2018, 362.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,30/05/2018, 362.15 ,
Health & Well-being,My Options,Supplies & Services,Respite Care,REDACTED PERSONAL INFORMATION’ ,16/05/2018, 362.15 ,
Health & Well-being,My Options,Supplies & Services,Holidays & Outings,Sutton Hill Community Trust,23/05/2018, 105.00 ,
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Other Services,Alere Toxicology PLC,04/05/2018, 319.50 ,
Safeguarding and Early Help,Child Protection & Family Support,Third Party Payments,Childminders,ABC DAY NURSERY (HOO)  ,24/05/2018, 191.10 ,
Safeguarding and Early Help,Child Protection & Family Support,Third Party Payments,Childminders,ABC DAY NURSERY (HOO) ,24/05/2018, 367.50 ,
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Other Services,ALPHA BIOLABORATORIES LIMITED,04/05/2018, 173.01 ,
Safeguarding and Early Help,Child Protection & Family Support,Supplies & Services,Other Services,ALPHA BIOLABORATORIES LIMITED,04/05/2018, 277.60 ,
Safeguarding and Early Help,Child Protection & Family Support,Employees,Staff Training,TALKING LIFE SEMINARS LTD,04/05/2018," 1,924.00 ",
Safeguarding and Early Help,Child Protection & Family Support,Employees,Staff Training,TALKING LIFE SEMINARS LTD,04/05/2018, 962.00 ,
