Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Transport-Related Expenditure,Contract Hire,BAKERS COACHES,02/12/2013,250,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAX,Supplies & Services,Equipment - Hire,Ambtrans UK Ltd,05/12/2013,350,,,,
Neighbourhood & Leisure Services,Highways & Engineering,WESB,Capital Expenditure,Payments to Contractor,WPD MIDLANDS NETWORKS SERVICES LTD,02/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways & Engineering,WESB,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,138950,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,09/12/2013,2601.63,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Premises-Related Expenditure,Preventative Maintenance,WELLINGTON INSULATION CO. LTD,09/12/2013,350,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Premises-Related Expenditure,Preventative Maintenance,WELLINGTON INSULATION CO. LTD,18/12/2013,400,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Premises-Related Expenditure,Drainage Services,HANSON RIVER MAINTENANCE,04/12/2013,400,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,TRIAFON NURSERY,24/12/2013,435,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Materials,MADELEY PARISH COUNCIL (61481451),17/12/2013,220,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Materials,MADELEY PARISH COUNCIL (61481451),17/12/2013,332.64,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Materials,MADELEY PARISH COUNCIL (61481451),17/12/2013,390.61,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Materials,HOLLINSWOOD & RANDLAY PARISH COUNCIL,17/12/2013,1872.74,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Materials,MADELEY PARISH COUNCIL (61481451),17/12/2013,213.49,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,18/12/2013,126,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,23/12/2013,-104,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,23/12/2013,1020.98,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,11/12/2013,115,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBM,Premises-Related Expenditure,R&M -Buildings DLO Charge,INSTARMAC GROUP PLC,24/12/2013,725.08,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Equipment - Hire,STANFORD MARSH FINANCE LTD,06/12/2013,345,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,02/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,201.87,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,2639.37,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,495.53,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,1642.62,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,657.73,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,934.07,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,359.71,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,3466.5,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,1142.07,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,4743,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,8303.54,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,1625.75,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,5119.17,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,4004.03,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,4380.2,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,17/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,17/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,861.71,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,3214.21,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,4828.92,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,1598.92,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,1518.35,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,2566.36,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,476.44,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,148.62,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,2190.1,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,3184.37,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,2024.25,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,879.64,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,13221.25,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,11546.21,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,1332.13,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,51057.64,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,26240.97,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,17/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,02/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,02/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,02/12/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/12/2013,199770.78,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/12/2013,767468.8,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,20/12/2013,2526.71,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Supplies & Services,Highways maintenance,G H DAVIES & SON,20/12/2013,500,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Expenses,TRAFFIC & COMMERCIAL SIGNS LTD,06/12/2013,1222,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Grants (Expenses),GROUND INVESTIGATION & PILING LTD,19/12/2013,225.1,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Computer Software (Maint),Micro Drainage Limited,20/12/2013,2025.02,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Expenses,A HAND SERVICES (Dyno Rod) LTD,09/12/2013,146,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Grants (Expenses),CH2M HILL,23/12/2013,978.61,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,04/12/2013,145,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,WPD MIDLANDS NETWORKS SERVICES LTD,02/12/2013,-2234.05,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,H & G ASH ROADMARKINGS LTD,12/12/2013,17490.91,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,03/12/2013,227.8,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,966.41,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,05/12/2013,1107.7,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,02/12/2013,755.2,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,06/12/2013,318,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,06/12/2013,336,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,06/12/2013,1634.3,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,13/12/2013,1166.57,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,09/12/2013,4649.82,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,09/12/2013,1346,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,09/12/2013,4198.15,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,23/12/2013,566.5,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,03/12/2013,2487.07,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,04/12/2013,85484.13,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,05/12/2013,238867.17,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,05/12/2013,169405.54,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,20/12/2013,93192.62,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,03/12/2013,15014.7,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,03/12/2013,45484.54,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,04/12/2013,44631.4,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,04/12/2013,42456.75,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,17/12/2013,7370.93,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,Lafarge Tarmac Trading Ltd,16/12/2013,65161.03,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,20/12/2013,3365.39,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,23/12/2013,347.1,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAD,Supplies & Services,Other Materials,SEVERN TRENT WATER LTD,06/12/2013,704.77,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAD,Supplies & Services,Other Materials,OSPREY WATER MANAGEMENT LTD,24/12/2013,210,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,FITZGERALD CONTRACTORS LTD,06/12/2013,770.73,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,JACOBS UK LIMITED,06/12/2013,1650,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Protective Clothing,TFM FARM & COUNTRY SUPERSTORE LTD,06/12/2013,125.82,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Other Materials,FITZGERALD CONTRACTORS LTD,13/12/2013,553.15,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Other Materials,DMW ENVIRONMENTAL SAFETY LTD,17/12/2013,450,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Heritage and Culture,SIGNS EXPRESS (TELFORD),09/12/2013,387,,,,
