Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Laundry & Towel Hire,Cause4,11/07/2013,112.5,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Laundry & Towel Hire,Cause4,15/07/2013,1398.79,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Equipment - Purchase,DAWSONS MUSIC LTD,02/07/2013,784,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Transport-Related Expenditure,Contract Hire,Bridge Centre Trust Ltd,29/07/2013,591.95,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Transport-Related Expenditure,Contract Hire,Hanley Contract Services,29/07/2013,300,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,03/07/2013,7560,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,25/07/2013,1575,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,25/07/2013,2185.88,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAH,Supplies & Services,Bulk Refuse Contracts Purch,UK CONTAINER MAINTENANCE LIMITED,25/07/2013,1120,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAN,Supplies & Services,Highways Equipment,SITA UK,17/07/2013,3083.32,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAN,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/07/2013,98984.76,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAN,Third Party Payments,Private Contractors,SITA UK,02/07/2013,-1121.2,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Premises-Related Expenditure,Preventative Maintenance,WELLINGTON INSULATION CO. LTD,02/07/2013,300,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Premises-Related Expenditure,Drainage Services,A HAND SERVICES (Dyno Rod) LTD,29/07/2013,189,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Equipment - Purchase,Taylormade Castings Ltd,10/07/2013,1770,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Grants To Voluntary Organis,D P WILCOX & SON,24/07/2013,320,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Grants To Voluntary Organis,D P WILCOX & SON,24/07/2013,743,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Other Materials,PHS GROUP LTD,19/07/2013,202.4,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Other Materials,PHS GROUP LTD,19/07/2013,173.29,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAF,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,470.61,,
Neighbourhood & Leisure Services,Environment & Open Space,EEBR,Supplies & Services,Other Expenses,ADT FIRE & SECURITY PLC,25/07/2013,451.19,,
Neighbourhood & Leisure Services,Environment & Open Space,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/07/2013,188220.43,,
Neighbourhood & Leisure Services,Environment & Open Space,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/07/2013,788352.83,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAD,Supplies & Services,Other Materials,SEVERN TRENT WATER LTD,03/07/2013,168.69,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAB,Supplies & Services,Commissions,THE ROYAL MARINES ASSOCIATION,16/07/2013,553.72,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAB,Supplies & Services,Commissions,CHAIRS & SPARES,31/07/2013,414.67,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAB,Supplies & Services,Commissions,SEVERN HOSPICE,25/07/2013,1015.24,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAB,Supplies & Services,Commissions,EXTRACARE SHOPS LTD,25/07/2013,166.46,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAB,Supplies & Services,Commissions,CHAIRS & SPARES,02/07/2013,591.1,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAD,Supplies & Services,Sub Contractors,SITA UK,16/07/2013,981.8,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAD,Supplies & Services,Other Services,SITA UK,17/07/2013,5943.95,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAD,Supplies & Services,Other Services,SITA UK,17/07/2013,6419.78,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAD,Third Party Payments,Contractor Recharge,SITA UK,17/07/2013,4800.48,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Highways Equipment,SITA UK,17/07/2013,8980.89,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Other Materials,JACK MOODY LTD,25/07/2013,7807.8,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,09/07/2013,770,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,02/07/2013,188.5,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,16/07/2013,1620.96,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Other Services,SITA UK,16/07/2013,358297.24,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,SITA UK,17/07/2013,613.92,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,17/07/2013,476.22,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,17/07/2013,591.7,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,SRCL LTD,17/07/2013,511.1,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Asbestos Waste,SITA UK,17/07/2013,439.2,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Landfill Tax,SITA UK,17/07/2013,351.36,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,17/07/2013,161.2,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,17/07/2013,200.2,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,TELFORD & WREKIN SERVICES LTD,17/07/2013,400,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,17/07/2013,561.58,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,31/07/2013,466.92,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,31/07/2013,175.5,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,25/07/2013,380.84,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,TELFORD & WREKIN SERVICES LTD,02/07/2013,400,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,02/07/2013,1575,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,02/07/2013,1720,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAQ,Supplies & Services,Financial Services,GRANT THORNTON UK LLP,05/07/2013,7383.56,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAQ,Supplies & Services,Consultants Fees,ENVALUE SOLUTIONS LIMITED,18/07/2013,4500,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAQ,Supplies & Services,Consultants Fees,ENVALUE SOLUTIONS LIMITED,18/07/2013,4980,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAQ,Supplies & Services,Legal,Sharpe Pritchard,24/07/2013,17290.22,,
Neighbourhood & Leisure Services,Environment & Open Space,WEAJ,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,26/07/2013,804,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Payments to Contractor,THE SMALL WOODS ASSOCIATION,16/07/2013,450,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Payments to Contractor,REDACATED PERSONAL INFORMATION,26/07/2013,150,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Payments to Contractor,REDACTED PERSONAL INFORMATION,26/07/2013,180,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Payments to Contractor,Pleydell Smithyman Ltd,26/07/2013,4292,,
Neighbourhood & Leisure Services,Highways,EHAA,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,1873.81,,
Neighbourhood & Leisure Services,Highways,EHAD,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,19/07/2013,33720,,
Neighbourhood & Leisure Services,Highways,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,BT BUSINESS DIRECT LTD,05/07/2013,-4090.34,,
Neighbourhood & Leisure Services,Highways,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,BRITISH TELECOMMUNICATIONS PLC,05/07/2013,3408.62,,
Neighbourhood & Leisure Services,Highways,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,19/07/2013,185,,
Neighbourhood & Leisure Services,Highways,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,19/07/2013,185,,
Neighbourhood & Leisure Services,Highways,EHBD,Supplies & Services,Other Services,KRM CONTRACTORS LTD,22/07/2013,1734,,
Neighbourhood & Leisure Services,Highways,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,09/07/2013,4117.43,,
Neighbourhood & Leisure Services,Highways,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,05/07/2013,1008.7,,
Neighbourhood & Leisure Services,Highways,EHBE,Supplies & Services,Other Services,Jade Security Service Ltd,19/07/2013,422.1,,
Neighbourhood & Leisure Services,Highways,EHBF,Supplies & Services,Consultants Fees,PELL FRISCHMANN,01/07/2013,4265.5,,
Neighbourhood & Leisure Services,Highways,EHBG,Employees,Training Expenses,City of Bath College,19/07/2013,200,,
Neighbourhood & Leisure Services,Highways,EHBG,Employees,Training Expenses,City of Bath College,09/07/2013,150,,
Neighbourhood & Leisure Services,Highways,WCAP,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,11/07/2013,169.3,,
Neighbourhood & Leisure Services,Highways,WCAP,Capital Expenditure,Payments to Contractor,BARRY LOWE SURVEYS LTD,11/07/2013,425,,
Neighbourhood & Leisure Services,Highways,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,19/07/2013,97197.16,,
Neighbourhood & Leisure Services,Highways,WCBR,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,19/07/2013,1852.24,,
Neighbourhood & Leisure Services,Highways,WCBR,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,19/07/2013,1197,,
Neighbourhood & Leisure Services,Highways,WEAC,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,04/07/2013,3000.8,,
Neighbourhood & Leisure Services,Highways,WEAC,Capital Expenditure,Payments to Contractor,Imtech Traffic & Infra UK Limited,26/07/2013,20318.49,,
Neighbourhood & Leisure Services,Highways,WEAR,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,05/07/2013,4009.2,,
Neighbourhood & Leisure Services,Highways,WEAR,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,05/07/2013,123.56,,
Neighbourhood & Leisure Services,Highways,WEAR,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,7242.51,,
Neighbourhood & Leisure Services,Highways & Engineering,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,11/07/2013,1982.5,,
Neighbourhood & Leisure Services,Highways & Engineering,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,11/07/2013,487.68,,
Neighbourhood & Leisure Services,Highways & Engineering,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,26/07/2013,468.75,,
Neighbourhood & Leisure Services,Highways & Engineering,EEBB,Supplies & Services,Highways maintenance,FITZGERALD CONTRACTORS LTD,03/07/2013,2901.83,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,1161.2,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,2476.03,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,2859.86,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,3128.6,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,3387.75,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,3656.48,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,5930.9,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,815.76,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,985.88,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,2102.07,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,2427.95,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,2656.12,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,2876.04,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,3104.19,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,5035.14,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/07/2013,692.57,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WESTERN POWER DISBRIBUTIONS,15/07/2013,529.26,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WESTERN POWER DISBRIBUTIONS,15/07/2013,529.26,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WESTERN POWER DISBRIBUTIONS,15/07/2013,529.26,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,851.03,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,597.78,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,1814.59,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,2095.93,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,2292.88,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,2482.72,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,2679.66,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,4346.54,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,404.82,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,341.51,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,1232.77,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,252.47,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,303.96,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,334.83,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,521.28,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,23/07/2013,1581.05,,
